rank_hybrid,material_id,formula,space_group_number,crystal_system,gnn_probability,hybrid_probability,hybrid_probability_std,explicit_only_probability,embedding_only_probability,formation_energy_per_atom,energy_above_hull,band_gap,n_magnetic_sites,magnetic_elements,dft_priority_score,dft_selected,rationale
33819,mp-2230611,mp-2230611,1,triclinic,7.683932463893206e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.356696501188748,0.152653307872807,0.133199999999999,0,,-0.15250210315732196,False,hybrid=0.000; hull=0.152653307872807; magnetic=
33820,mp-1360682,mp-1360682,4,monoclinic,3.6017691303723363e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.8395222199999992,0.152665489210519,0.0684,0,,-0.15251428449503396,False,hybrid=0.000; hull=0.152665489210519; magnetic=
33821,mp-1235092,mp-1235092,1,triclinic,5.5334295721455395e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.965773723188405,0.152666361902173,1.107999999999999,0,,-0.15251515718668796,False,hybrid=0.000; hull=0.152666361902173; magnetic=
33822,mp-1213168,mp-1213168,14,monoclinic,2.895457664807296e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.48476616095238,0.15268961625,2.352,0,,-0.15253841153451494,False,hybrid=0.000; hull=0.15268961625; magnetic=
33823,mp-26786,mp-26786,14,monoclinic,7.29653265524011e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.989685912428571,0.15270210874999,0.0,0,,-0.15255090403450494,False,hybrid=0.000; hull=0.15270210874999; magnetic=
33824,mp-626307,mp-626307,87,tetragonal,0.0004738922871183,0.00028890318540255835,0.0,0.00028890318540255835,0.00028890318540255835,-1.396259927812499,0.152859580624999,1.7702,0,,-0.15257067743959643,False,hybrid=0.000; hull=0.152859580624999; magnetic=
33825,mp-1205162,mp-1205162,14,monoclinic,3.677522622685369e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.29288164578125,0.152727369380775,0.3299,0,,-0.15257616466528995,False,hybrid=0.000; hull=0.152727369380775; magnetic=
33826,mp-510752,mp-510752,62,orthorhombic,5.923654189371854e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.7900102062499991,0.15278473625,0.022299999999999,0,,-0.15263353153451495,False,hybrid=0.000; hull=0.15278473625; magnetic=
33827,mp-1246096,mp-1246096,15,monoclinic,5.834150085306233e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.473677797222222,0.152816689305555,0.0,0,,-0.15266548459006996,False,hybrid=0.000; hull=0.152816689305555; magnetic=
33828,mp-1233874,mp-1233874,1,triclinic,7.157753089350007e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.47793147870987,0.152831710028742,0.9409,0,,-0.15268050531325694,False,hybrid=0.000; hull=0.152831710028742; magnetic=
33829,mp-2230677,mp-2230677,1,triclinic,3.989716408519374e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.446853095399273,0.152847176249992,0.8419999999999991,0,,-0.15269597153450695,False,hybrid=0.000; hull=0.152847176249992; magnetic=
33830,mp-1041199,mp-1041199,145,trigonal,8.760355538916346e-19,0.00017758430038088995,0.0,0.00017758430038088995,0.00017758430038088995,-2.6382698901111112,0.152918378722223,0.0,0,,-0.1527407944218421,False,hybrid=0.000; hull=0.152918378722223; magnetic=
33831,mp-1196672,mp-1196672,14,monoclinic,2.358841440251571e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.216513179807692,0.152914653269232,0.8107000000000001,0,,-0.15276344855374696,False,hybrid=0.000; hull=0.152914653269232; magnetic=
33832,mp-1248380,mp-1248380,12,monoclinic,2.2291361995954937e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.308133105999999,0.152915335843751,0.0,0,,-0.15276413112826595,False,hybrid=0.000; hull=0.152915335843751; magnetic=
33833,mp-2228645,mp-2228645,1,triclinic,2.7775861498161033e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.634316384555555,0.152930623166667,1.7502,0,,-0.15277941845118195,False,hybrid=0.000; hull=0.152930623166667; magnetic=
33834,mp-2231235,mp-2231235,2,triclinic,4.745124310213734e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.26603137592559,0.152967970548244,0.2737,0,,-0.15281676583275894,False,hybrid=0.000; hull=0.152967970548244; magnetic=
33835,mp-1212465,mp-1212465,31,orthorhombic,6.666085053202392e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.079232500083331,0.153018554761905,0.0,0,,-0.15286735004641996,False,hybrid=0.000; hull=0.153018554761905; magnetic=
33836,mp-1214758,mp-1214758,223,cubic,1.1918166022861445e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.138506541296296,0.153051050437713,0.0,0,,-0.15289984572222795,False,hybrid=0.000; hull=0.153051050437713; magnetic=
33837,mp-2228832,mp-2228832,1,triclinic,1.21494665038302e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.085206914346642,0.153091506951756,0.1583,0,,-0.15294030223627095,False,hybrid=0.000; hull=0.153091506951756; magnetic=
33838,mp-1022040,mp-1022040,38,orthorhombic,7.919975147877837e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.132201204374999,0.153107552708333,0.0,0,,-0.15295634799284796,False,hybrid=0.000; hull=0.153107552708333; magnetic=
33839,mp-2231912,mp-2231912,1,triclinic,2.5840775028002e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.35617053592559,0.153179273135965,0.7254,0,,-0.15302806842047995,False,hybrid=0.000; hull=0.153179273135965; magnetic=
33840,mp-556238,mp-556238,15,monoclinic,4.453420255043936e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.460429206500001,0.153188405624998,2.789,0,,-0.15303720090951295,False,hybrid=0.000; hull=0.153188405624998; magnetic=
33841,mp-1234350,mp-1234350,1,triclinic,1.4633695256537245e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.528453431188746,0.153209145690778,0.273299999999999,0,,-0.15305794097529296,False,hybrid=0.000; hull=0.153209145690778; magnetic=
33842,mp-2220384,mp-2220384,6,monoclinic,6.788091274493447e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.07186210635135,0.153239387657654,0.058999999999999,0,,-0.15308818294216894,False,hybrid=0.000; hull=0.153239387657654; magnetic=
33843,mp-1386640,mp-1386640,63,orthorhombic,1.4130962779375217e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.354790039444444,0.153265412499999,2.5135,0,,-0.15311420778451396,False,hybrid=0.000; hull=0.153265412499999; magnetic=
33844,mp-1236033,mp-1236033,1,triclinic,5.711749958488886e-18,0.00019182508822057276,0.0,0.00019182508822057276,0.00019182508822057276,-2.401029935438596,0.153337415701756,0.7321999999999991,0,,-0.15314559061353542,False,hybrid=0.000; hull=0.153337415701756; magnetic=
33845,mp-2220266,mp-2220266,1,triclinic,2.6667881603585093e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.114693498112768,0.153319112240991,0.0,0,,-0.15316790752550596,False,hybrid=0.000; hull=0.153319112240991; magnetic=
33846,mp-1220724,mp-1220724,156,trigonal,7.365720489793424e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.121286670833333,0.153351601753471,0.0,0,,-0.15320039703798596,False,hybrid=0.000; hull=0.153351601753471; magnetic=
33847,mp-728749,mp-728749,19,orthorhombic,2.1817203805282043e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.37435873787088,0.153354284603364,2.7743,0,,-0.15320307988787896,False,hybrid=0.000; hull=0.153354284603364; magnetic=
33848,mp-1102917,mp-1102917,62,orthorhombic,5.535591046331391e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.440928439166668,0.153356505,0.0,0,,-0.15320530028451496,False,hybrid=0.000; hull=0.153356505; magnetic=
33849,mp-2714530,mp-2714530,9,monoclinic,3.4411241072379363e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.310689966810345,0.153359761428575,1.157699999999999,0,,-0.15320855671308994,False,hybrid=0.000; hull=0.153359761428575; magnetic=
33850,mp-2229337,mp-2229337,6,monoclinic,3.7475477208719023e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.538462055882353,0.153374125,0.947299999999999,0,,-0.15322292028451495,False,hybrid=0.000; hull=0.153374125; magnetic=
33851,mp-1235454,mp-1235454,38,orthorhombic,7.311534252680741e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.965044945362319,0.15339513972826,0.7606,0,,-0.15324393501277495,False,hybrid=0.000; hull=0.15339513972826; magnetic=
33852,mp-2228355,mp-2228355,1,triclinic,4.4925948136336763e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.084890228030853,0.153408193267545,0.080799999999999,0,,-0.15325698855205996,False,hybrid=0.000; hull=0.153408193267545; magnetic=
33853,mp-2219449,mp-2219449,38,orthorhombic,4.201951119982108e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.653623855663129,0.15341346246795,0.4516,0,,-0.15326225775246496,False,hybrid=0.000; hull=0.15341346246795; magnetic=
33854,mp-1203158,mp-1203158,14,monoclinic,2.3023866181759287e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.539641226133333,0.153481040874998,0.047799999999999,0,,-0.15332983615951296,False,hybrid=0.000; hull=0.153481040874998; magnetic=
33855,mp-1221791,mp-1221791,160,trigonal,1.7721052154241504e-19,0.0001682726821943955,0.0,0.0001682726821943955,0.0001682726821943955,-0.177621085977011,0.153504280100575,0.0,0,,-0.1533360074183806,False,hybrid=0.000; hull=0.153504280100575; magnetic=
33856,mp-976953,mp-976953,194,hexagonal,1.624370559935584e-12,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.058279811875001,0.153487918124999,0.0,0,,-0.15333671340951396,False,hybrid=0.000; hull=0.153487918124999; magnetic=
33857,mp-1221892,mp-1221892,8,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.052831489661933,0.153500106666649,0.0,0,,-0.15334890195116396,False,hybrid=0.000; hull=0.153500106666649; magnetic=
33858,mp-1204819,mp-1204819,62,orthorhombic,4.481676536223013e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.250185304633198,0.153507943602941,2.0034,0,,-0.15335673888745596,False,hybrid=0.000; hull=0.153507943602941; magnetic=
33859,mp-758559,mp-758559,1,triclinic,7.295355987060003e-40,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.44683702275,0.153529927825001,0.0,0,,-0.15337872310951595,False,hybrid=0.000; hull=0.153529927825001; magnetic=
33860,mp-1184413,mp-1184413,194,hexagonal,5.492360996872443e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.15356156875,0.15356156875,0.0,0,,-0.15341036403451494,False,hybrid=0.000; hull=0.15356156875; magnetic=
33861,mp-26364,mp-26364,9,monoclinic,3.8804413669445896e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.12950046932773,0.153565721176473,0.0,0,,-0.15341451646098794,False,hybrid=0.000; hull=0.153565721176473; magnetic=
33862,mp-694868,mp-694868,198,cubic,5.865223971148977e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.628530787048871,0.153570324088344,2.431499999999999,0,,-0.15341911937285896,False,hybrid=0.000; hull=0.153570324088344; magnetic=
33863,mp-1246880,mp-1246880,15,monoclinic,4.010864664983082e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.129375728194453,0.153579346666671,0.0,0,,-0.15342814195118595,False,hybrid=0.000; hull=0.153579346666671; magnetic=
33864,mp-1043879,mp-1043879,62,orthorhombic,1.321008596300043e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.366358213181818,0.153612274545454,0.0,0,,-0.15346106982996896,False,hybrid=0.000; hull=0.153612274545454; magnetic=
33865,mp-1234667,mp-1234667,6,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.321993698423424,0.153621130703829,0.0,0,,-0.15346992598834394,False,hybrid=0.000; hull=0.153621130703829; magnetic=
33866,mp-559328,mp-559328,7,monoclinic,3.61367906201855e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.1253517169230771,0.153627453846152,2.6484,0,,-0.15347624913066696,False,hybrid=0.000; hull=0.153627453846152; magnetic=
33867,mp-976593,mp-976593,194,hexagonal,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.291583669375,0.153635381249998,0.0,0,,-0.15348417653451296,False,hybrid=0.000; hull=0.153635381249998; magnetic=
33868,mp-2228336,mp-2228336,1,triclinic,2.587357484529341e-41,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.084629071188748,0.15366935010965,0.059799999999999,0,,-0.15351814539416495,False,hybrid=0.000; hull=0.15366935010965; magnetic=
33869,mp-1094359,mp-1094359,11,monoclinic,1.009571059856388e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.15367793986111,0.153677939861109,0.0,0,,-0.15352673514562395,False,hybrid=0.000; hull=0.153677939861109; magnetic=
33870,mp-753192,mp-753192,139,tetragonal,1.8206671803359847e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.552057626964288,0.153683759166664,0.633999999999999,0,,-0.15353255445117894,False,hybrid=0.000; hull=0.153683759166664; magnetic=
33871,mp-1247806,mp-1247806,33,orthorhombic,1.2924407557926664e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.029829359010416,0.153694493072914,2.9104,0,,-0.15354328835742895,False,hybrid=0.000; hull=0.153694493072914; magnetic=
33872,mp-2219362,mp-2219362,5,monoclinic,6.802957264423438e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.824731092692308,0.153729964000003,1.6753,0,,-0.15357875928451795,False,hybrid=0.000; hull=0.153729964000003; magnetic=
33873,mp-2228966,mp-2228966,1,triclinic,4.780860418584164e-16,0.0001772943671957346,0.0,0.0001772943671957346,0.0001772943671957346,-2.925672787941176,0.153756743529398,1.142499999999999,0,,-0.15357944916220226,False,hybrid=0.000; hull=0.153756743529398; magnetic=
33874,mp-1245804,mp-1245804,62,orthorhombic,1.929211902135949e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.181835044227012,0.153759499291666,0.0,0,,-0.15360829457618094,False,hybrid=0.000; hull=0.153759499291666; magnetic=
33875,mp-2231286,mp-2231286,1,triclinic,5.799848253672032e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.265216326451905,0.15378302002193,0.1678,0,,-0.15363181530644496,False,hybrid=0.000; hull=0.15378302002193; magnetic=
33876,mp-1194812,mp-1194812,167,trigonal,2.444982936126077e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.991248415472973,0.153809776891883,1.618799999999999,0,,-0.15365857217639795,False,hybrid=0.000; hull=0.153809776891883; magnetic=
33877,mp-1076637,mp-1076637,1,triclinic,1.7519732225900012e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.9747339134346271,0.153873787361117,0.0,0,,-0.15372258264563196,False,hybrid=0.000; hull=0.153873787361117; magnetic=
33878,mp-532792,mp-532792,2,triclinic,3.005364135333366e-08,0.00016055146435742986,0.0,0.00016055146435742986,0.00016055146435742986,-2.724255622327874,0.153913237952078,0.0,0,,-0.15375268648772059,False,hybrid=0.000; hull=0.153913237952078; magnetic=
33879,mp-1045647,mp-1045647,12,monoclinic,1.8849401500165872e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.1522163225641031,0.153933270288452,0.0,0,,-0.15378206557296695,False,hybrid=0.000; hull=0.153933270288452; magnetic=
33880,mp-1048301,mp-1048301,14,monoclinic,6.481908751923154e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.049631510198413,0.153959015691611,0.0005,0,,-0.15380781097612595,False,hybrid=0.000; hull=0.153959015691611; magnetic=
33881,mp-1222846,mp-1222846,1,triclinic,0.0025490242987871,0.00020905375695807454,0.0,0.00020905375695807454,0.00020905375695807454,-2.312514868086208,0.154028496266686,0.0,0,,-0.15381944250972793,False,hybrid=0.000; hull=0.154028496266686; magnetic=
33882,mp-2220682,mp-2220682,6,monoclinic,6.9227297944219415e-31,0.0001605163336715492,0.0,0.0001605163336715492,0.0001605163336715492,-2.1187912122,0.154063274844438,1.0458,0,,-0.15390275851076643,False,hybrid=0.000; hull=0.154063274844438; magnetic=
33883,mp-1208410,mp-1208410,14,monoclinic,2.8489008146144654e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.482362786666666,0.154064894464287,2.335,0,,-0.15391368974880196,False,hybrid=0.000; hull=0.154064894464287; magnetic=
33884,mp-1233847,mp-1233847,1,triclinic,7.635504016846088e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.929461643283498,0.154073083953485,0.1948,0,,-0.15392187923799996,False,hybrid=0.000; hull=0.154073083953485; magnetic=
33885,mp-1233152,mp-1233152,1,triclinic,2.1624123809625727e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.094860381590909,0.154075080511361,0.0,0,,-0.15392387579587596,False,hybrid=0.000; hull=0.154075080511361; magnetic=
33886,mp-1233187,mp-1233187,1,triclinic,2.8053061527638504e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.094827042045454,0.154108420056815,0.0,0,,-0.15395721534132994,False,hybrid=0.000; hull=0.154108420056815; magnetic=
33887,mp-1048383,mp-1048383,14,monoclinic,1.3811415364858794e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.32750796492857,0.154136733750019,0.0,0,,-0.15398552903453394,False,hybrid=0.000; hull=0.154136733750019; magnetic=
33888,mp-2220596,mp-2220596,1,triclinic,1.5397091918692683e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.070961036891891,0.154140457117114,0.8075000000000001,0,,-0.15398925240162895,False,hybrid=0.000; hull=0.154140457117114; magnetic=
33889,mp-1233549,mp-1233549,1,triclinic,6.5593310952584e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.41417231424671,0.154151842017552,1.869,0,,-0.15400063730206695,False,hybrid=0.000; hull=0.154151842017552; magnetic=
