rank_hybrid,material_id,formula,space_group_number,crystal_system,gnn_probability,hybrid_probability,hybrid_probability_std,explicit_only_probability,embedding_only_probability,formation_energy_per_atom,energy_above_hull,band_gap,n_magnetic_sites,magnetic_elements,dft_priority_score,dft_selected,rationale
21923,mp-831254,mp-831254,1,triclinic,2.8993355139170743e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.519873595980065,0.051982644011634,1.2102,0,,-0.051831439296148946,False,hybrid=0.000; hull=0.051982644011634; magnetic=
21924,mp-1226732,mp-1226732,123,tetragonal,6.839271476256215e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.758385859752602,0.0519859225,0.0,0,,-0.05183471778451494,False,hybrid=0.000; hull=0.0519859225; magnetic=
21925,mp-1205804,mp-1205804,38,orthorhombic,9.831954386923383e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.472665785555557,0.05198836777778,0.0,0,,-0.051837163062294946,False,hybrid=0.000; hull=0.05198836777778; magnetic=
21926,mp-777879,mp-777879,58,orthorhombic,8.018857415212415e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.037680985733083,0.051990365986836,0.0,0,,-0.05183916127135094,False,hybrid=0.000; hull=0.051990365986836; magnetic=
21927,mp-705381,mp-705381,7,monoclinic,2.6783360050265354e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.382894810952381,0.051991480217389,2.1315,0,,-0.05184027550190395,False,hybrid=0.000; hull=0.051991480217389; magnetic=
21928,mp-768833,mp-768833,14,monoclinic,6.2344259455855736e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.472187164558823,0.051997558970587,2.0105,0,,-0.051846354255101944,False,hybrid=0.000; hull=0.051997558970587; magnetic=
21929,mp-1226691,mp-1226691,4,monoclinic,5.79543289219625e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.749856337954545,0.051999523106061,0.0421,0,,-0.051848318390575944,False,hybrid=0.000; hull=0.051999523106061; magnetic=
21930,mp-1101237,mp-1101237,8,monoclinic,3.0691307993697432e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.745389320555556,0.052000859583317,0.763799999999999,0,,-0.05184965486783195,False,hybrid=0.000; hull=0.052000859583317; magnetic=
21931,mp-765055,mp-765055,2,triclinic,7.536256569178397e-38,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.936618599775339,0.052005330227268,0.135599999999999,0,,-0.05185412551178294,False,hybrid=0.000; hull=0.052005330227268; magnetic=
21932,mp-757351,mp-757351,61,orthorhombic,1.1245257797813926e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.406403835361721,0.052006872115383,0.0,0,,-0.05185566739989794,False,hybrid=0.000; hull=0.052006872115383; magnetic=
21933,mp-1220271,mp-1220271,8,monoclinic,2.8138284115746312e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.445029269722221,0.052008683897305,0.0,0,,-0.051857479181819946,False,hybrid=0.000; hull=0.052008683897305; magnetic=
21934,mp-752612,mp-752612,8,monoclinic,1.5607382327965127e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.079325135,0.052010595913452,2.1966,0,,-0.051859391197966946,False,hybrid=0.000; hull=0.052010595913452; magnetic=
21935,mp-776433,mp-776433,1,triclinic,3.4273631155379286e-10,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.796198454901961,0.052010778562092,1.288,0,,-0.05185957384660694,False,hybrid=0.000; hull=0.052010778562092; magnetic=
21936,mp-764730,mp-764730,15,monoclinic,1.9433715769164315e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.6139950284375,0.052012328749996,2.041299999999999,0,,-0.051861124034510944,False,hybrid=0.000; hull=0.052012328749996; magnetic=
21937,mp-2716253,mp-2716253,1,triclinic,6.002426982917083e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.441459212217981,0.052014487046483,1.4487,0,,-0.05186328233099795,False,hybrid=0.000; hull=0.052014487046483; magnetic=
21938,mp-1215416,mp-1215416,74,orthorhombic,4.18034499545639e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.552582329107141,0.052016153571429,0.0,0,,-0.05186494885594394,False,hybrid=0.000; hull=0.052016153571429; magnetic=
21939,mp-542750,mp-542750,194,hexagonal,1.7974486026273878e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.026195366071429,0.052021794744898,0.0,0,,-0.051870590029412945,False,hybrid=0.000; hull=0.052021794744898; magnetic=
21940,mp-758417,mp-758417,122,tetragonal,4.132192765937958e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.543793030363096,0.052023184320519,2.119599999999999,0,,-0.051871979605033945,False,hybrid=0.000; hull=0.052023184320519; magnetic=
21941,mp-759129,mp-759129,1,triclinic,4.636150821669056e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.283654357999999,0.052030810479154,1.397,0,,-0.05187960576366894,False,hybrid=0.000; hull=0.052030810479154; magnetic=
21942,mp-627398,mp-627398,161,trigonal,8.226182504972404e-41,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5146479774999992,0.052033712826083,1.375599999999999,0,,-0.05188250811059795,False,hybrid=0.000; hull=0.052033712826083; magnetic=
21943,mp-765147,mp-765147,62,orthorhombic,2.3636127586560226e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.7374842890705131,0.05203583873599,1.6697000000000002,0,,-0.051884634020504944,False,hybrid=0.000; hull=0.05203583873599; magnetic=
21944,mp-1226925,mp-1226925,5,monoclinic,8.971059519265835e-38,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.837283719444444,0.052039663333331,1.9567,0,,-0.051888458617845946,False,hybrid=0.000; hull=0.052039663333331; magnetic=
21945,mp-863371,mp-863371,1,triclinic,3.19250719306359e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5198086929568113,0.05204754703489,0.9415,0,,-0.051896342319404945,False,hybrid=0.000; hull=0.05204754703489; magnetic=
21946,mp-1222420,mp-1222420,44,orthorhombic,2.8550054912153823e-41,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.335462001676191,0.052050773899998,0.295599999999999,0,,-0.051899569184512946,False,hybrid=0.000; hull=0.052050773899998; magnetic=
21947,mp-772408,mp-772408,45,orthorhombic,5.044674471569341e-44,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.607066081521741,0.052056932644929,2.566899999999999,0,,-0.051905727929443944,False,hybrid=0.000; hull=0.052056932644929; magnetic=
21948,mp-21960,mp-21960,198,cubic,1.916804888310729e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.053200991480902,0.052062041666664,0.454899999999999,0,,-0.05191083695117894,False,hybrid=0.000; hull=0.052062041666664; magnetic=
21949,mp-1274319,mp-1274319,1,triclinic,1.0427664431380623e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.463508480151515,0.052062568522726,0.9769,0,,-0.05191136380724094,False,hybrid=0.000; hull=0.052062568522726; magnetic=
21950,mp-1219840,mp-1219840,44,orthorhombic,1.3637622836928284e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.5577648486666661,0.052062912499998,0.0,0,,-0.05191170778451294,False,hybrid=0.000; hull=0.052062912499998; magnetic=
21951,mp-1291939,mp-1291939,25,orthorhombic,0.0,0.00016055146435742986,0.0,0.00016055146435742986,0.00016055146435742986,-1.7578473115,0.052074288499992,0.0,0,,-0.05191373703563457,False,hybrid=0.000; hull=0.052074288499992; magnetic=
21952,mp-766471,mp-766471,9,monoclinic,2.1387289206599036e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.167149946992337,0.052065139166665,4.1884999999999994,0,,-0.05191393445117994,False,hybrid=0.000; hull=0.052065139166665; magnetic=
21953,mp-1191616,Mn4 Se4 O16,14,monoclinic,1.4700716314972268e-15,0.20329201612679537,0.0,0.20329201612679537,0.20329201612679537,-1.2713704054624642,0.255213514930551,0.5897,4,Mn,-0.05192149880375563,False,hybrid=0.203; hull=0.255213514930551; magnetic=Mn
21954,mp-1215584,mp-1215584,6,monoclinic,7.587875153658518e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.767718847317708,0.052078964375,0.084,0,,-0.05192775965951495,False,hybrid=0.000; hull=0.052078964375; magnetic=
21955,mp-759078,mp-759078,9,monoclinic,2.8447343039594258e-18,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.5694550822835502,0.052082239924249,1.0671,0,,-0.051931035208763944,False,hybrid=0.000; hull=0.052082239924249; magnetic=
21956,mp-1177189,mp-1177189,1,triclinic,9.594345948173959e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.569443774329004,0.052093547878795,0.790899999999999,0,,-0.051942343163309944,False,hybrid=0.000; hull=0.052093547878795; magnetic=
21957,mp-772440,mp-772440,14,monoclinic,4.5647511331696375e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.654728524746168,0.052094841335847,1.237299999999999,0,,-0.051943636620361944,False,hybrid=0.000; hull=0.052094841335847; magnetic=
21958,mp-772200,mp-772200,203,cubic,5.377311755052315e-14,0.00017149592600746965,0.0,0.00017149592600746965,0.00017149592600746965,-1.911760037957788,0.052128602528739,0.0,0,,-0.05195710660273153,False,hybrid=0.000; hull=0.052128602528739; magnetic=
21959,mp-765731,mp-765731,38,orthorhombic,0.0519290938973426,0.0012593329299696659,0.0,0.0012593329299696659,0.0012593329299696659,-2.722999348754789,0.053227902592587,0.0,0,,-0.051968569662617335,False,hybrid=0.001; hull=0.053227902592587; magnetic=
21960,mp-777528,mp-777528,148,trigonal,2.3794047924235394e-42,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.159522755,0.052121233499978,2.4778,0,,-0.051970028784492944,False,hybrid=0.000; hull=0.052121233499978; magnetic=
21961,mp-1234291,mp-1234291,1,triclinic,9.809089250273721e-45,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.449308269142857,0.052122337999996,1.6928,0,,-0.051971133284510945,False,hybrid=0.000; hull=0.052122337999996; magnetic=
21962,mp-30070,mp-30070,194,hexagonal,1.7367738039289312e-14,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.380094978437504,0.052143808437499,0.0,0,,-0.05199260372201395,False,hybrid=0.000; hull=0.052143808437499; magnetic=
21963,mp-752887,mp-752887,55,orthorhombic,7.386307211840729e-19,0.00016055146435742986,0.0,0.00016055146435742986,0.00016055146435742986,-2.985297001999999,0.052165299,2.7897,0,,-0.05200474753564257,False,hybrid=0.000; hull=0.052165299; magnetic=
21964,mp-867845,mp-867845,1,triclinic,1.0861309100095192e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.40307239881445,0.052157130018517,0.0,0,,-0.05200592530303195,False,hybrid=0.000; hull=0.052157130018517; magnetic=
21965,mp-760935,mp-760935,44,orthorhombic,6.290298603230549e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.972214389999999,0.052157580000001,0.262499999999999,0,,-0.052006375284515946,False,hybrid=0.000; hull=0.052157580000001; magnetic=
21966,mp-1293032,mp-1293032,1,triclinic,1.7046183038220118e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.075393624611225,0.052157719117649,0.0,0,,-0.052006514402163945,False,hybrid=0.000; hull=0.052157719117649; magnetic=
21967,mp-766693,mp-766693,1,triclinic,1.952708074333996e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.278372273626372,0.05215895596154,2.8526,0,,-0.052007751246054945,False,hybrid=0.000; hull=0.05215895596154; magnetic=
21968,mp-1210000,mp-1210000,176,hexagonal,1.1421140018703389e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.058199890119049,0.052159172053574,0.0,0,,-0.05200796733808895,False,hybrid=0.000; hull=0.052159172053574; magnetic=
21969,mp-765146,mp-765146,14,monoclinic,2.1523338154261585e-36,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.147097168143939,0.052159516704547,2.7054,0,,-0.052008311989061945,False,hybrid=0.000; hull=0.052159516704547; magnetic=
21970,mp-1247697,mp-1247697,1,triclinic,0.0653546750545501,0.005627149902112521,0.0,0.005627149902112521,0.005627149902112521,-2.580258014063726,0.057641196525016,0.2641,0,,-0.05201404662290348,False,hybrid=0.006; hull=0.057641196525016; magnetic=
21971,mp-764507,mp-764507,1,triclinic,7.10107767811966e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.283518995999999,0.052166172479153,1.409399999999999,0,,-0.052014967763667944,False,hybrid=0.000; hull=0.052166172479153; magnetic=
21972,mp-754286,mp-754286,2,triclinic,2.092023115071035e-13,0.0001605163336715492,0.0,0.0001605163336715492,0.0001605163336715492,-2.077967025,0.052175979444443,0.7001000000000001,0,,-0.05201546311077145,False,hybrid=0.000; hull=0.052175979444443; magnetic=
21973,mp-25293,mp-25293,1,triclinic,2.266830307564752e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.972782908,0.052168193049998,0.0,0,,-0.052016988334512945,False,hybrid=0.000; hull=0.052168193049998; magnetic=
21974,mp-744930,mp-744930,14,monoclinic,2.496923519643448e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.404542327142856,0.052176471881869,1.4491,0,,-0.05202526716638394,False,hybrid=0.000; hull=0.052176471881869; magnetic=
21975,mp-505627,mp-505627,227,cubic,3.146189214663683e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.355505674166667,0.052182121527778,0.0,0,,-0.052030916812292945,False,hybrid=0.000; hull=0.052182121527778; magnetic=
21976,mp-771916,mp-771916,14,monoclinic,1.9610812313364768e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.5616185576811592,0.052191957173911,4.422000000000001,0,,-0.052040752458425946,False,hybrid=0.000; hull=0.052191957173911; magnetic=
21977,mp-578628,mp-578628,26,orthorhombic,4.663379926650198e-17,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.033350729999999,0.052194130185546,0.0,0,,-0.052042925470060945,False,hybrid=0.000; hull=0.052194130185546; magnetic=
21978,mp-1228530,mp-1228530,12,monoclinic,1.2525339546877765e-33,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.291990741923076,0.05219876583332,0.0,0,,-0.05204756111783494,False,hybrid=0.000; hull=0.05219876583332; magnetic=
21979,mp-560426,mp-560426,14,monoclinic,9.393278051425352e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.7959242189687492,0.052200937083322,2.4536,0,,-0.05204973236783694,False,hybrid=0.000; hull=0.052200937083322; magnetic=
21980,mp-22708,mp-22708,220,cubic,1.3008548231663308e-11,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.7201878874999971,0.052215250500047,0.0,0,,-0.052064045784561946,False,hybrid=0.000; hull=0.052215250500047; magnetic=
21981,mp-770358,mp-770358,2,triclinic,6.960747157703671e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.57491017324074,0.052220639444443,0.0,0,,-0.05206943472895795,False,hybrid=0.000; hull=0.052220639444443; magnetic=
21982,mp-1274092,mp-1274092,2,triclinic,1.9285452368810915e-28,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.665218197361111,0.052221795416668,1.7354,0,,-0.052070590701182945,False,hybrid=0.000; hull=0.052221795416668; magnetic=
21983,mp-12052,mp-12052,220,cubic,4.5384946376890024e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.08963017547619,0.052221945178569,0.0,0,,-0.052070740463083943,False,hybrid=0.000; hull=0.052221945178569; magnetic=
21984,mp-760002,mp-760002,14,monoclinic,3.884858072173674e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.449759603333332,0.052228023333333,0.615,0,,-0.05207681861784794,False,hybrid=0.000; hull=0.052228023333333; magnetic=
21985,mp-1234423,mp-1234423,1,triclinic,1.9388358736482439e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.67993961286237,0.05222834477643,1.5839999999999992,0,,-0.052077140060944944,False,hybrid=0.000; hull=0.05222834477643; magnetic=
21986,mp-2712932,mp-2712932,9,monoclinic,7.233708719381393e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.680262175567227,0.052228411372548,2.0876,0,,-0.05207720665706295,False,hybrid=0.000; hull=0.052228411372548; magnetic=
21987,mp-861112,mp-861112,1,triclinic,2.229535771048548e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.51962330051495,0.05223293947675,0.741,0,,-0.052081734761264944,False,hybrid=0.000; hull=0.05223293947675; magnetic=
21988,mp-1212778,mp-1212778,62,orthorhombic,1.3915226589158409e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.895804028833333,0.052235792166666,2.521299999999999,0,,-0.05208458745118094,False,hybrid=0.000; hull=0.052235792166666; magnetic=
21989,mp-1211867,mp-1211867,62,orthorhombic,5.527695431799912e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.721430779203125,0.052237557860576,0.038899999999999,0,,-0.05208635314509095,False,hybrid=0.000; hull=0.052237557860576; magnetic=
21990,mp-1222948,mp-1222948,8,monoclinic,4.875295513895796e-19,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.136636618480883,0.052238252083338,0.0,0,,-0.05208704736785295,False,hybrid=0.000; hull=0.052238252083338; magnetic=
21991,mp-768578,mp-768578,15,monoclinic,8.000287104486125e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.140474634499999,0.052238621499999,0.130199999999999,0,,-0.052087416784513944,False,hybrid=0.000; hull=0.052238621499999; magnetic=
21992,mp-1667,mp-1667,194,hexagonal,3.243740190916711e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.003922618333334,0.052239000833331,0.0,0,,-0.05208779611784595,False,hybrid=0.000; hull=0.052239000833331; magnetic=
21993,mp-1568809,mp-1568809,2,triclinic,1.5367983873421094e-18,0.00017153387769815783,0.0,0.00017153387769815783,0.00017153387769815783,-2.977695617272727,0.052267426363623,0.0,0,,-0.05209589248592484,False,hybrid=0.000; hull=0.052267426363623; magnetic=
21994,mp-1175351,mp-1175351,2,triclinic,3.954973863537286e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.117743784499522,0.052247562499988,0.5994,0,,-0.052096357784502945,False,hybrid=0.000; hull=0.052247562499988; magnetic=
21995,mp-1197556,mp-1197556,61,orthorhombic,1.3322748395306528e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.457146756742425,0.052255871994947,2.2999,0,,-0.05210466727946195,False,hybrid=0.000; hull=0.052255871994947; magnetic=
21996,mp-1226421,mp-1226421,6,monoclinic,2.7872422155931566e-27,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.450943639821422,0.052257871666668,0.0,0,,-0.05210666695118295,False,hybrid=0.000; hull=0.052257871666668; magnetic=
21997,mp-1103983,mp-1103983,191,hexagonal,3.1180134733414345e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.204185819230768,0.052260919230767,0.0,0,,-0.052109714515281944,False,hybrid=0.000; hull=0.052260919230767; magnetic=
21998,mp-568808,mp-568808,220,cubic,1.622225082865705e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.056671905624999,0.052262420357143,0.0,0,,-0.052111215641657944,False,hybrid=0.000; hull=0.052262420357143; magnetic=
21999,mp-1041008,mp-1041008,62,orthorhombic,6.799636492882365e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.531825424296271,0.052270245148831,0.0,0,,-0.05211904043334595,False,hybrid=0.000; hull=0.052270245148831; magnetic=
22000,mp-771954,mp-771954,11,monoclinic,1.131358795548072e-25,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.099568635646552,0.052271071593372,3.061099999999999,0,,-0.052119866877886945,False,hybrid=0.000; hull=0.052271071593372; magnetic=
22001,mp-1101417,mp-1101417,14,monoclinic,1.2999652236218006e-21,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.535039363214286,0.052271821071427,2.265199999999999,0,,-0.052120616355941944,False,hybrid=0.000; hull=0.052271821071427; magnetic=
22002,mp-1039605,mp-1039605,15,monoclinic,5.80945569597341e-23,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.028015755555552,0.052277239444443,0.0,0,,-0.052126034728957944,False,hybrid=0.000; hull=0.052277239444443; magnetic=
22003,mp-759281,mp-759281,181,hexagonal,8.814386418483971e-35,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.496198871428571,0.052277393690479,2.9108,0,,-0.052126188974993944,False,hybrid=0.000; hull=0.052277393690479; magnetic=
22004,mp-18377,mp-18377,160,trigonal,5.153261909711075e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.910413025763392,0.052285323857143,2.0462,0,,-0.05213411914165794,False,hybrid=0.000; hull=0.052285323857143; magnetic=
22005,mp-849239,mp-849239,1,triclinic,5.137710589647436e-31,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.455167331350576,0.052286245882356,0.0,0,,-0.05213504116687095,False,hybrid=0.000; hull=0.052286245882356; magnetic=
22006,mp-761168,mp-761168,14,monoclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.918210043541667,0.052302164374999,3.3391,0,,-0.05215095965951395,False,hybrid=0.000; hull=0.052302164374999; magnetic=
22007,mp-1177154,mp-1177154,1,triclinic,2.3206781548518185e-12,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.486544312306877,0.052313268148167,1.566599999999998,0,,-0.05216206343268195,False,hybrid=0.000; hull=0.052313268148167; magnetic=
22008,mp-1245266,mp-1245266,1,triclinic,5.5651657778762176e-36,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,0.0523159748,0.0523159748,0.0,0,,-0.05216477008451494,False,hybrid=0.000; hull=0.0523159748; magnetic=
22009,mp-770342,mp-770342,32,orthorhombic,6.305843089461677e-37,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.735281426960783,0.052318312794113,4.3735,0,,-0.05216710807862795,False,hybrid=0.000; hull=0.052318312794113; magnetic=
22010,mp-1210447,mp-1210447,2,triclinic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.338171016205001,0.052318390897416,1.8351,0,,-0.05216718618193095,False,hybrid=0.000; hull=0.052318390897416; magnetic=
22011,mp-1042811,mp-1042811,15,monoclinic,3.1711511705673307e-15,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.39990686653846,0.052319866538462,1.978899999999999,0,,-0.05216866182297694,False,hybrid=0.000; hull=0.052319866538462; magnetic=
22012,mp-34459,mp-34459,122,tetragonal,1.3722650584370871e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.323362410714284,0.052321667857141,2.0966,0,,-0.052170463141655944,False,hybrid=0.000; hull=0.052321667857141; magnetic=
22013,mp-867741,mp-867741,8,monoclinic,3.158342295913627e-30,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.09456757327778,0.052327749166663,0.0,0,,-0.05217654445117795,False,hybrid=0.000; hull=0.052327749166663; magnetic=
22014,mp-752680,mp-752680,1,triclinic,6.743268066895553e-26,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.907044623854166,0.052343235937504,2.6567,0,,-0.052192031222018945,False,hybrid=0.000; hull=0.052343235937504; magnetic=
22015,mp-757748,mp-757748,5,monoclinic,6.7593363404704535e-34,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.515173628239533,0.052347767000034,0.7835999999999991,0,,-0.05219656228454894,False,hybrid=0.000; hull=0.052347767000034; magnetic=
22016,mp-754533,mp-754533,1,triclinic,9.145690459116009e-24,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.332172531572419,0.052354511249995,4.0823,0,,-0.05220330653450995,False,hybrid=0.000; hull=0.052354511249995; magnetic=
22017,mp-777474,mp-777474,62,orthorhombic,0.0,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.782572268888889,0.052361450648131,3.252799999999999,0,,-0.05221024593264594,False,hybrid=0.000; hull=0.052361450648131; magnetic=
22018,mp-761314,mp-761314,160,trigonal,1.650783834392886e-17,0.00016055146435742986,0.0,0.00016055146435742986,0.00016055146435742986,-1.957979862142857,0.05237769785714,0.0,0,,-0.05221714639278257,False,hybrid=0.000; hull=0.05237769785714; magnetic=
22019,mp-776559,mp-776559,14,monoclinic,4.10996804250476e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.9929300850833331,0.052374264749999,2.689299999999999,0,,-0.05222306003451394,False,hybrid=0.000; hull=0.052374264749999; magnetic=
22020,mp-757650,mp-757650,62,orthorhombic,1.347443460408664e-32,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.35171359292517,0.052376355357129,2.6568,0,,-0.052225150641643944,False,hybrid=0.000; hull=0.052376355357129; magnetic=
22021,mp-1209779,mp-1209779,176,hexagonal,7.816117495953642e-20,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.198844389615384,0.052376416266025,0.0,0,,-0.05222521155053995,False,hybrid=0.000; hull=0.052376416266025; magnetic=
22022,mp-31998,mp-31998,2,triclinic,9.633685815158238e-16,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.374028136853085,0.052381152843138,0.0,0,,-0.05222994812765294,False,hybrid=0.000; hull=0.052381152843138; magnetic=
22023,mp-862545,mp-862545,225,cubic,4.537595004074906e-39,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-0.058693776666668,0.052382940520832,0.0,0,,-0.05223173580534694,False,hybrid=0.000; hull=0.052382940520832; magnetic=
22024,mp-754255,mp-754255,59,orthorhombic,2.643075307499379e-22,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-1.421222462249999,0.052393494124999,0.9507999999999992,0,,-0.05224228940951395,False,hybrid=0.000; hull=0.052393494124999; magnetic=
22025,mp-760812,mp-760812,201,cubic,5.086713425499086e-43,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-2.554557467166659,0.052401238833341,1.0376,0,,-0.05225003411785595,False,hybrid=0.000; hull=0.052401238833341; magnetic=
22026,mp-860790,mp-860790,62,orthorhombic,8.267660939516423e-44,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.056889675,0.052405758888889,2.5096,0,,-0.052254554173403946,False,hybrid=0.000; hull=0.052405758888889; magnetic=
22027,mp-997499,mp-997499,5,monoclinic,3.39377684964886e-29,0.00015120471548505475,0.0,0.00015120471548505475,0.00015120471548505475,-3.471557146820513,0.052406887692315,2.3048,0,,-0.05225568297682995,False,hybrid=0.000; hull=0.052406887692315; magnetic=
